Bundle EPP,,,,,,96,,,GTI Samsung SKU,,,,,,352576783124483,,,Acceptance Crieria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tester,Case,,"Auto
Result",Result,Step,,Code,,SKU List,,,SKU,Store,,Add to cart link,Qty,Qty Adjusted,RRP x Qty,RRP,NRP,Normal price per unit,GC Rewarded,Extra GC Reward,GC + Extra GC Reward,Total GC Rewarded,Item level discount,on RRP / NRP,Discounted price per unit,Discounted price (NRP considered),Actual discounted price x Qty,GC Eligible,Total GC Eligible,Item price after GC,Total price after GC,Cart level discount,Expectyed item price in cart,Total Cart Price,Free Premiums / Other acceptance crieria to check,Status,Screemshot of Cart,"Temp Order ID /
Comment / Reasons of Fail",Fix Status,,Time,Line,Case,Total Price in Cart,Total Price in Cart,"Total Price
Result",Extra Premium,Extra Premium,Qty,"Extra Premium
Result",Auto Test Results,Duration
CESW-03,Q60D Storewide ,,,,1,Add all to cart using this link,,,"Galaxy S25 Ultra, 1TB+16GB, Titanium Jadegreen, exclusive",https://shop.samsung.com/hk/multistore/hkepp/samsunghkem/ng/p4v1/addToCart?products[0].productCode=SM-S9380ZGWTGY&&products[0].quantity=1&&products[1].productCode=SM-L705FDAATGY&&products[1].quantity=1&&products[2].productCode=SM-L300NZGATGY&&products[2].quantity=1&&products[3].productCode=SM-R630NZAATGY&&products[3].quantity=1&&products[4].productCode=SM-R530NZAATGY&&products[4].quantity=1&&products[5].productCode=SM-Q505NZKATGY&&products[5].quantity=1&&products[6].productCode=SM-R390NZAATGY&&products[6].quantity=1,"SM-S9380ZGWTGY, SM-L705FDAATGY, SM-L300NZGATGY, SM-R630NZAATGY, SM-R530NZAATGY, SM-Q505NZKATGY, SM-R390NZAATGY",SM-S9380ZGWTGY,EPP,"
",SM-S9380ZGWTGY,1,1,"13,398","13,398","11,120","11,120",350,,350,350,,,,"11,120.00","11,120.00",0.00,"7,518.00","11,120.00","20,766.00",150.00,"11,039.68","20,616.00",,,,,,,,,,,,,,,,,,
,,,,,2,EPP Cart Link,,,"Galaxy Watch Ultra, Titanium Gray",,,SM-L705FDAATGY,EPP,"
",SM-L705FDAATGY,1,1,"5,098","5,098","3,824","3,824",,,0,,1300,RRP,"3,798.00","3,798.00","3,798.00","3,798.00",,"3,621.18",,,"3,595.03",,,,,,,,,,,,,,,,,,,
CE-MASS-BUN,S60D soundbar bundle mass,,,,3,Verify bundle & total prices,,,"Galaxy Watch7 40mm (BT), Green",,,SM-L300NZGATGY,EPP,"
",SM-L300NZGATGY,1,1,"2,398","2,398","1,799","1,799",,,0,,,,,"1,799.00","1,799.00","1,799.00",,"1,715.25",,,"1,702.86",,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Buds3 Pro, Silver",,,SM-R630NZAATGY,EPP,"
",SM-R630NZAATGY,1,1,"1,998","1,998","1,499","1,499",0,,0,,500,RRP,"1,498.00","1,498.00","1,498.00","1,498.00",,"1,428.26",,,"1,417.94",,,,,,,,,,,,,,,,,,,
TV-MBO-01,TV WU,,,,,,,,"Galaxy Buds3, Silver",,,SM-R530NZAATGY,EPP,"
",SM-R530NZAATGY,1,1,"1,398","1,398","1,049","1,049",0,,0,,899,RRP,499.00,499.00,499.00,0.00,,499.00,,,495.40,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Ring, Titanium Black / 5",,,SM-Q505NZKATGY,EPP,"
",SM-Q505NZKATGY,1,1,"3,298","3,298","1,979","1,979",,,0,,,,,"1,979.00","1,979.00",0.00,,"1,979.00",,,"1,964.70",,,,,,,,,,,,,,,,,,,
TV-MBO-02,TV W7 44LTE,,,,,,,,Galaxy Fit3,,,SM-R390NZAATGY,EPP,"
",SM-R390NZAATGY,1,1,498,498,423,423,,,0,,,,,423.00,423.00,423.00,,403.31,,,400.39,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,"Galaxy S25 Ultra, 1TB+16GB, Titanium Jadegreen, exclusive",https://shop.samsung.com/hk/multistore/hkepp/samsunghkem/ng/p4v1/addToCart?products[0].productCode=SM-S9380ZGWTGY&&products[0].quantity=1&&products[1].productCode=SM-L705FDAATGY&&products[1].quantity=1&&products[2].productCode=SM-L300NZGATGY&&products[2].quantity=1&&products[3].productCode=SM-Q505NZKATGY&&products[3].quantity=1&&products[4].productCode=SM-R390NZAATGY&&products[4].quantity=1,"SM-S9380ZGWTGY, SM-L705FDAATGY, SM-L300NZGATGY, SM-Q505NZKATGY, SM-R390NZAATGY",SM-S9380ZGWTGY,EPP,"
",SM-S9380ZGWTGY,1,1,"13,398","13,398","11,120","11,120",350,,350,350,,,,"11,120.00","11,120.00",0.00,"5,663.60","11,120.00","18,412.60",150.00,"11,029.41","18,262.60",,,,,,,,,,,,,,,,,,
TV-MBO-03,TV B3P,,,,2,EPP Cart Link,,,"Galaxy Watch Ultra, Titanium Gray",,,SM-L705FDAATGY,EPP,"
",SM-L705FDAATGY,1,1,"5,098","5,098","3,824","3,824",,,0,,10%,NRP,"3,441.60","3,441.60","3,441.60","3,441.60",,"3,228.92",,,"3,202.61",,,,,,,,,,,,,,,,,,,
,,,,,3,Verify bundle & total prices,,,"Galaxy Watch7 40mm (BT), Green",,,SM-L300NZGATGY,EPP,"
",SM-L300NZGATGY,1,1,"2,398","2,398","1,799","1,799",,,0,,,,,"1,799.00","1,799.00","1,799.00",,"1,687.83",,,"1,674.08",,,,,,,,,,,,,,,,,,,
TV-MBO-04,TV B3,,,,,,,,"Galaxy Ring, Titanium Black / 5",,,SM-Q505NZKATGY,EPP,"
",SM-Q505NZKATGY,1,1,"3,298","3,298","1,979","1,979",,,0,,,,,"1,979.00","1,979.00",0.00,,"1,979.00",,,"1,962.88",,,,,,,,,,,,,,,,,,,
,,,,,,,,,Galaxy Fit3,,,SM-R390NZAATGY,EPP,"
",SM-R390NZAATGY,1,1,498,498,423,423,,,0,,,,,423.00,423.00,423.00,,396.86,,,393.63,,,,,,,,,,,,,,,,,,,
CE-Prom-01,CE eProm 5%,,,,1,Add all to cart using this link,,,"Galaxy A56 5G, 12GB + 256GB, Awesome Graphite",https://shop.samsung.com/hk/multistore/hkepp/samsunghkem/ng/p4v1/addToCart?products[0].productCode=SM-A5660ZKDTGY&&products[0].quantity=1&&products[1].productCode=SM-L705FDAATGY&&products[1].quantity=1&&products[2].productCode=SM-L300NZGATGY&&products[2].quantity=1&&products[3].productCode=SM-Q505NZKATGY&&products[3].quantity=1&&products[4].productCode=SM-R390NZAATGY&&products[4].quantity=1,"SM-A5660ZKDTGY, SM-L705FDAATGY, SM-L300NZGATGY, SM-Q505NZKATGY, SM-R390NZAATGY",SM-A5660ZKDTGY,EPP,"
",SM-A5660ZKDTGY,1,1,"3,698","3,698","2,999","2,999",200,,200,200,,,,"2,999.00","2,999.00",0.00,"5,638.60","2,999.00","10,416.60",150.00,"2,955.81","10,266.60",,,,,,,,,,,,,,,,,,
,,,,,2,EPP Cart Link,,,"Galaxy Watch Ultra, Titanium Gray",,,SM-L705FDAATGY,EPP,"
",SM-L705FDAATGY,1,1,"5,098","5,098","3,824","3,824",,,0,,10%,NRP,"3,441.60","3,441.60","3,441.60","3,441.60",,"3,319.53",,,"3,271.73",,,,,,,,,,,,,,,,,,,
CE-Prom-02,CE eProm C450,,,,3,Verify bundle & total prices,,,"Galaxy Watch7 40mm (BT), Green",,,SM-L300NZGATGY,EPP,"
",SM-L300NZGATGY,1,1,"2,398","2,398","1,799","1,799",,,0,,,,,"1,799.00","1,799.00","1,799.00",,"1,735.19",,,"1,710.20",,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Ring, Titanium Black / 5",,,SM-Q505NZKATGY,EPP,"
",SM-Q505NZKATGY,1,1,"3,298","3,298","1,979","1,979",,,0,,,,,"1,979.00","1,979.00",0.00,,"1,979.00",,,"1,950.50",,,,,,,,,,,,,,,,,,,
CE-CRP-01,CE CRP 15%,,,,,,,,Galaxy Fit3,,,SM-R390NZAATGY,EPP,"
",SM-R390NZAATGY,1,1,498,498,423,423,,,0,,100,RRP,398.00,398.00,398.00,398.00,,383.88,,,378.36,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,"Galaxy S25 Ultra, 1TB+16GB, Titanium Jadegreen, exclusive",https://shop.samsung.com/hk/multistore/hkepp/samsunghkem/ng/p4v1/addToCart?products[0].productCode=SM-S9380ZGWTGY&&products[0].quantity=1&&products[1].productCode=SM-S9370ZSGTGY&&products[1].quantity=1&&products[2].productCode=SM-L705FDAATGY&&products[2].quantity=1&&products[3].productCode=SM-L300NZGATGY&&products[3].quantity=1&&products[4].productCode=SM-R630NZAATGY&&products[4].quantity=2&&products[5].productCode=SM-R530NZAATGY&&products[5].quantity=0&&products[6].productCode=SM-Q505NZKATGY&&products[6].quantity=1,"SM-S9380ZGWTGY, SM-S9370ZSGTGY, SM-L705FDAATGY, SM-L300NZGATGY, SM-R630NZAATGY, SM-R530NZAATGY, SM-Q505NZKATGY",SM-S9380ZGWTGY,EPP,"
",SM-S9380ZGWTGY,1,1,"13,398","13,398","11,120","11,120",350,,350,550,,,,"11,120.00","11,120.00",0.00,"8,593.00","11,120.00","29,412.00",150.00,"11,063.29","29,262.00",,,,,,,,,,,,,,,,,,
CE-CRP-02,CE CRP 20%,,,,2,EPP Cart Link,,,"Galaxy S25 Edge, 512GB+12GB, Titanium Silver",,,SM-S9370ZSGTGY,EPP,"
",SM-S9370ZSGTGY,1,1,"9,398","9,398","8,270","8,270",200,,200,,,,,"8,270.00","8,270.00",0.00,,"8,270.00",,,"8,227.82",,,,,,,,,,,,,,,,,,,
,,,,,3,Verify bundle & total prices,,,"Galaxy Watch Ultra, Titanium Gray",,,SM-L705FDAATGY,EPP,"
",SM-L705FDAATGY,1,1,"5,098","5,098","3,824","3,824",,,0,,1300,RRP,"3,798.00","3,798.00","3,798.00","3,798.00",,"3,554.91",,,"3,536.78",,,,,,,,,,,,,,,,,,,
CE-CRP-03,CE CRP Sp 1,,,,,,,,"Galaxy Watch7 40mm (BT), Green",,,SM-L300NZGATGY,EPP,"
",SM-L300NZGATGY,1,1,"2,398","2,398","1,799","1,799",,,0,,,,,"1,799.00","1,799.00","1,799.00",,"1,683.85",,,"1,675.27",,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Buds3 Pro, Silver",,,SM-R630NZAATGY,EPP,"
",SM-R630NZAATGY,2,2,"3,996","1,998","1,499","1,499",0,,0,,500,RRP,"1,498.00","1,498.00","2,996.00","2,996.00",,"2,804.24",,,"2,789.94",,,,,,,,,,,,,,,,,,,
CE-CRP-02,CE CRP Sp 2,,,,,,,,"Galaxy Buds3, Silver",,,SM-R530NZAATGY,EPP,"
",SM-R530NZAATGY,0,0,0,"1,398","1,049","1,049",0,,0,,899,RRP,499.00,499.00,0.00,0.00,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Ring, Titanium Black / 5",,,SM-Q505NZKATGY,EPP,"
",SM-Q505NZKATGY,1,1,"3,298","3,298","1,979","1,979",,,0,,,,,"1,979.00","1,979.00",0.00,,"1,979.00",,,"1,968.91",,,,,,,,,,,,,,,,,,,
CE-CRP-03,CE CRP Sp 3,,,,,May 10 - Jun 30,,,,,,,EPP,"
",,1,1,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,"Galaxy S25 Edge, 512GB+12GB, Titanium Silver",https://shop.samsung.com/hk/multistore/hkepp/samsunghkem/ng/p4v1/addToCart?products[0].productCode=SM-S9370ZSGTGY&&products[0].quantity=1&&products[1].productCode=EF-PS937CBEGWW&&products[1].quantity=1,"SM-S9370ZSGTGY, EF-PS937CBEGWW",SM-S9370ZSGTGY,EPP,"
",SM-S9370ZSGTGY,1,1,"9,398","9,398","8,270","8,270",200,,200,200,1300,RRP,"8,098.00","8,098.00","8,098.00",0.00,179.00,"8,098.00","8,098.00",300.00,"7,798.00","7,798.00",,,,,,,,,,,,,,,,,,
TV-BUN-01,TV + QS700F,,,,2,EPP Cart Link,,,"Galaxy S25 Edge Silicone Case, Black",,,EF-PS937CBEGWW,EPP,"
",EF-PS937CBEGWW,1,1,238,238,179,179,,,0,,,,,179.00,179.00,179.00,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,"Galaxy Watch7 40mm (BT), Green",https://shop.samsung.com/hk/multistore/hkepp/samsunghkem/ng/p4v1/addToCart?products[0].productCode=SM-L300NZGATGY&&products[0].quantity=1&&products[1].productCode=SM-L705FDAATGY&&products[1].quantity=1,"SM-L300NZGATGY, SM-L705FDAATGY",SM-L300NZGATGY,EPP,"
",SM-L300NZGATGY,1,1,"2,398","2,398","1,799","1,799",,,0,0,500,RRP,"1,799.00","1,799.00","1,799.00","1,799.00","5,623.00","1,799.00","5,623.00",450.00,"1,655.03","5,173.00",,,,,,,,,,,,,,,,,,
TV-BUN-02,TV Wall mount B16,,,,2,EPP Cart Link,,,"Galaxy Watch Ultra, Titanium Gray",,,SM-L705FDAATGY,EPP,"
",SM-L705FDAATGY,1,1,"5,098","5,098","3,824","3,824",,,0,,899,RRP,"3,824.00","3,824.00","3,824.00","3,824.00",,"3,824.00",,,"3,824.00",,,,,,,,,,,,,,,,,,,
,,,,,,May 15 - Jun 30,,,,,,,EPP,"
",,1,1,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
TV-BUN-03,TV Wall mount B05FB,,,,1,Add all to cart using this link,,,Galaxy Tab S10U Book Cover Keyboard - AI Key White,https://shop.samsung.com/hk/multistore/hkepp/samsunghkem/ng/p4v1/addToCart?products[0].productCode=EF-DX925UWEGWW&&products[0].quantity=1,EF-DX925UWEGWW,EF-DX925UWEGWW,EPP,"
",EF-DX925UWEGWW,1,1,"1,999","1,999","1,499","1,499",,,0,0,,,,"1,499.00","1,499.00","1,499.00","1,499.00","1,499.00","1,499.00",150.00,"1,349.00","1,349.00",,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,,"
",,,,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
TV-BUN-04,TV Wall mount B05EB,,,,1,Add all to cart using this link,,,"Galaxy Watch7 40mm (BT), Green",https://shop.samsung.com/hk/multistore/hkepp/samsunghkem/ng/p4v1/addToCart?products[0].productCode=SM-L300NZGATGY&&products[0].quantity=1&&products[1].productCode=EF-DX925UWEGWW&&products[1].quantity=1,"SM-L300NZGATGY, EF-DX925UWEGWW",SM-L300NZGATGY,EPP,"
",SM-L300NZGATGY,1,1,"2,398","2,398","1,799","1,799",,,0,0,,,,"1,799.00","1,799.00","1,799.00","3,298.00","1,799.00","3,298.00",150.00,"1,717.18","3,148.00",1 x  Z-ITFITE01,,,,,,,,,,,,,,,,,
,,,,,2,EPP Cart Link,,,Galaxy Tab S10U Book Cover Keyboard - AI Key White,,,EF-DX925UWEGWW,EPP,"
",EF-DX925UWEGWW,1,1,"1,999","1,999","1,499","1,499",,,0,,,,,"1,499.00","1,499.00","1,499.00",,"1,499.00",,,"1,499.00",,,,,,,,,,,,,,,,,,,
FRAME-01,75 FramePro Bezel,,,,1,Add all to cart using this link,,,"Galaxy Watch7 40mm (BT), Green",https://shop.samsung.com/hk/multistore/hkepp/samsunghkem/ng/p4v1/addToCart?products[0].productCode=SM-L300NZGATGY&&products[0].quantity=2&&products[1].productCode=SM-L705FDAATGY&&products[1].quantity=1,"SM-L300NZGATGY, SM-L705FDAATGY",SM-L300NZGATGY,EPP,"
",SM-L300NZGATGY,2,2,"4,796","2,398","1,799","1,799",,,0,0,,,,"1,799.00","3,598.00","3,598.00","7,422.00","3,598.00","7,422.00",450.00,"3,379.85","6,972.00",1 x  Z-ITFITE01,,,,,,,,,,,,,,,,,
,,,,,2,EPP Cart Link,,,"Galaxy Watch Ultra, Titanium Gray",,,SM-L705FDAATGY,EPP,"
",SM-L705FDAATGY,1,1,"5,098","5,098","3,824","3,824",,,0,,,,,"3,824.00","3,824.00","3,824.00",,"3,824.00",,,"3,824.00",,,,,,,,,,,,,,,,,,,
FRAME-02,65 FramePro Bezel,,,,,May 15 - Jun 30,,,,,,,EPP,"
",,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,"Galaxy Z Fold6, 512GB+12GB, White (eStore)",https://shop.samsung.com/hk/multistore/hkepp/samsunghkem/ng/p4v1/addToCart?products[0].productCode=SM-F9560ZWGTGY&&products[0].quantity=1&&products[1].productCode=SM-F9560ZSDTGY&&products[1].quantity=1&&products[2].productCode=SM-F7410LBATGY&&products[2].quantity=1&&products[3].productCode=SM-S9280LBHTGY&&products[3].quantity=1&&products[4].productCode=NP960XGL-XG1HK&&products[4].quantity=1&&products[5].productCode=NP940XMA-KB1HK&&products[5].quantity=1&&products[6].productCode=SM-Q505NZKATGY&&products[6].quantity=1,"SM-F9560ZWGTGY, SM-F9560ZSDTGY, SM-F7410LBATGY, SM-S9280LBHTGY, NP960XGL-XG1HK, NP940XMA-KB1HK, SM-Q505NZKATGY",SM-F9560ZWGTGY,EPP,"
",SM-F9560ZWGTGY,1,1,"15,398","15,398","10,779","10,779",500,,500,,,,,"10,779.00","10,779.00",0.00,,"10,779.00","64,723.80",150.00,"10,754.02","64,573.80",4 x  Z-ITFITE01,,,,,,,,,,,,,,,,,
FRAME-03,55 Frame Bezel,,,,2,EPP Cart Link,,,"Galaxy Z Fold6, 256GB+12GB, Silver Shadow",,,SM-F9560ZSDTGY,EPP,"
0",SM-F9560ZSDTGY,1,0,"14,398","14,398","10,079","10,079",500,,500,,,,,"10,079.00","10,079.00",0.00,,"10,079.00",,,"10,055.64",,,,,,,,,,,,,,,,,,,
,,,,,3,Add code: Aging Clearance Offer - eDM - 1,,,"Galaxy Z Flip6, 256GB+12GB, Blue",,,SM-F7410LBATGY,EPP,"
0",SM-F7410LBATGY,1,0,"8,698","8,698","6,089","6,089",500,,500,,,,,"6,089.00","6,089.00",0.00,,"6,089.00",,,"6,074.89",,,,,,,,,,,,,,,,,,,
FRAME-04,50 Frame Bezel,,,,,HF1-555R-NR5R-3P3A,,,"Galaxy S24 Ultra, 512GB, Titanium Blue (eStore)",,,SM-S9280LBHTGY,EPP,"
",SM-S9280LBHTGY,1,1,"10,098","10,098","8,078","8,078",500,,500,,,,,"8,078.00","8,078.00",0.00,,"8,078.00",,,"8,059.28",,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Book4 Ultra 16""/i9/64GB/2TB/RTX4070",,,NP960XGL-XG1HK,EPP,"
",NP960XGL-XG1HK,1,1,"24,980","24,980","18,735","18,735",,,0,,,,,"18,735.00","18,735.00",0.00,,"18,735.00",,,"18,691.58",,,,,,,,,,,,,,,,,,,
FRAME-05,43 Frame Bezel,,,,,,,,"Galaxy Book4 Edge, 14""/X1E-80/16GB/512GB, Sapphire Blue",,,NP940XMA-KB1HK,EPP,"
",NP940XMA-KB1HK,1,1,"11,980","11,980","8,985","8,985",,,0,,,,,"8,985.00","8,985.00",0.00,,"8,985.00",,,"8,964.18",,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Ring, Titanium Black / 5",,,SM-Q505NZKATGY,EPP,"
",SM-Q505NZKATGY,1,1,"3,298","3,298","1,979","1,979",,,0,,40%,RRP,"1,978.80","1,978.80","1,978.80",0.00,,"1,978.80",,,"1,974.21",,,,,,,,,,,,,,,,,,,
FRAME-06,32 Frame Bezel,,,,,May 15 - Jun 30,,,,,,,EPP,"
",,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,"Galaxy S25 Ultra, 512GB+12GB, Titanium Whitesilver",#REF!,"SM-S9380ZSGTGY, SM-L705FDAATGY, SM-R530NZAATGY",SM-S9380ZSGTGY,EPP,"
",SM-S9380ZSGTGY,1,1,"10,898","10,898","9,045","9,045",350,,350,350,,,,"9,045.00","9,045.00",0.00,"3,824.00","9,045.00","13,018.00",150.00,"8,940.78","12,868.00",,,,,,,,,,,,,,,,,,
FRAME-07,75 FramePro Bezel Gold,,,,2,EPP Cart Link,,,"Galaxy Watch Ultra, Titanium Gray",,,SM-L705FDAATGY,EPP,"
",SM-L705FDAATGY,1,1,"5,098","5,098","3,824","3,824",,,0,,800,RRP,"3,824.00","3,824.00","3,824.00","3,824.00",,"3,474.00",,,"3,433.97",,,,,,,,,,,,,,,,,,,
,,,,,3,,,,"Galaxy Buds3, Silver",,,SM-R530NZAATGY,EPP,"
",SM-R530NZAATGY,1,1,"1,398","1,398","1,049","1,049",0,,0,,899,RRP,499.00,499.00,499.00,0.00,,499.00,,,493.25,,,,,,,,,,,,,,,,,,,
FRAME-08,65 FramePro Bezel Gold,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-09,55 Frame Bezel Gold,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-10,50 Frame Bezel Gold,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-11,43 Frame Bezel Gold,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-12,32 Frame Bezel Gold,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
MUSIC-01,MusicFrame Swap,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
AVDA-01,S25 AVDA Offer - <10000,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
AVDA-02,S25 AVDA Offer - 10000-19999,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
AVDA-03,S25 AVDA Offer - >=20000,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
AVDA-04,S25 AVDA Offer - >=20000,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
AVDA-05,S25 AVDA Offer - >=20000,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
JUN16TH TO 23RD,618 First come first gift,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
JUN16TH TO 23RD,"Jun16-23
618 First come first gift",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
JUN16TH TO 23RD,"Jun16-23
618 First come first gift (invalid)",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,Storewide CE add-on offer,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,"CE 27"" G6 add-on offer

- eligible main devices",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,"CE 27"" G6 add-on offer

- ineligible accy",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,"CE 32"" L:S03C add-on offer

- eligible main devices",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,"CE 32"" L:S03C add-on offer

- ineligible accy",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
